cat1	cat2	cat3	brand	sku_size	product_id	descripcion
FOODS	ADEREZOS	Salsa Golf	MAYOS3	240	20224	Salsa golf
FOODS	ADEREZOS	Salsa Golf	NATURA	125	20289	Salsa golf
FOODS	ADEREZOS	Salsa Golf	NATURA	240	20146	Salsa golf
FOODS	ADEREZOS	Salsa Golf	NATURA	350	20512	Salsa golf
FOODS	OTROS	Almidon	HARINAMA	215	20096	Almidon
FOODS	OTROS	Almidon	HARINAMA	500	20086	Almidon
FOODS	OTROS	Bizcochuelo	HARINAMA	500	20798	Brownie
FOODS	OTROS	Bizcochuelo	HARINAMA	500	20689	Choco
FOODS	OTROS	Bizcochuelo	HARINAMA	500	20817	Limon
FOODS	OTROS	Bizcochuelo	HARINAMA	500	20835	Naranja
FOODS	OTROS	Bizcochuelo	HARINAMA	500	20558	Vainilla
FOODS	OTROS	Galletitas	HARINAMA	180	20995	Sabor 1
FOODS	OTROS	Galletitas	HARINAMA	180	20975	Sabor 2
FOODS	OTROS	Galletitas	HARINAMA	180	20962	Sabor 8
FOODS	OTROS	Granolas	HARINAMA	35	21188	Sabor 3
FOODS	OTROS	Granolas	HARINAMA	35	21206	Sabor 4
FOODS	OTROS	Granolas	HARINAMA	200	21011	Sabor 5
FOODS	OTROS	Granolas	HARINAMA	270	21043	Sabor 5
FOODS	OTROS	Granolas	HARINAMA	200	20979	Sabor 6
FOODS	OTROS	Granolas	HARINAMA	270	21031	Sabor 6
FOODS	OTROS	Granolas	HARINAMA	180	21250	Sabor 7
FOODS	OTROS	Granolas	HARINAMA	250	21258	Sabor 7
FOODS	OTROS	Granolas	HARINAMA	180	21251	Sabor 9
FOODS	OTROS	Granolas	HARINAMA	250	21254	Sabor 9
FOODS	OTROS	Pastas	HARINAMA	400	20940	Sabor 10
FOODS	OTROS	Pastas	HARINAMA	400	20964	Sabor 10
FOODS	OTROS	Pastas	HARINAMA	400	20929	Sabor 11
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	20843	Sabor 1
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	20759	Sabor 2
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	21100	Sabor 3
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	20715	Sabor 4
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	20863	Sabor 5
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	20614	Sabor 6
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	21143	Sabor 7
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	20664	Sabor 8
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	12	20567	Cado Gallina sin sal  x12
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	12	20271	Caldo Carne x12
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	2	20647	Caldo Carne x2
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	6	20555	Caldo Carne x6
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	12	20090	Caldo Gallina x12
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	2	20278	Caldo Gallina x2
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	6	20249	Caldo Gallina x6
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	12	20323	Claldo verduras sin sal
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	12	20037	Verdura x12
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	2	20192	Verdura x2
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	6	20152	Verdura x6
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	12	20240	Sabor 1 x 12
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	2	20565	Sabor 1 x 2
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	12	20142	Sabor 2 x 12
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	2	20259	Sabor 2 x 2
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	6	20285	Sabor 2 x 6
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	12	20556	Sabor 3 x 12
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	6	20890	Sabor 5 x 6
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	4	20781	Caldo Granulado sin sal
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	4	20947	Carnes Patagonicas
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	12	21242	Carnes Patagonicas
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	5	20846	Claldo Granulado verduras
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	12	20974	Claldo Granulado verduras
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	12	21005	Claldo Granulado verduras sin sal
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	4	20970	Gallina
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	12	21234	Gallina
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	4	20812	Verduras multiples
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	12	21220	Verduras multiples
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20800	Arroz Cuatro Quesos
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20778	Arroz Paella
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	21215	Arroz Verduras
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20617	Arroz hortalizas
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	21081	Arroz pollo
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	21172	Fideo con berengenas
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20936	Fideos
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20852	Fideos Tirabuzon
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20828	Fideos al verdeo
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20925	Fideos con mix de vegetales
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	21091	Fideos con salsa bolognesa
FOODS	SOPAS Y CALDOS	Pure de Papas	MAGGI	125	20079	Pure Listo
FOODS	SOPAS Y CALDOS	Pure de Papas	MAGGI	200	20228	Pure Listo
FOODS	SOPAS Y CALDOS	Pure de Papas	MAGGI	125	20216	Pure papas bravas
FOODS	SOPAS Y CALDOS	Pure de Papas	MAGGI	125	20409	Pure papas con Zaparllo
FOODS	SOPAS Y CALDOS	Pure de Tomate	MAGGI	500	20052	Pure de Tomate
FOODS	SOPAS Y CALDOS	PurePapas	SALSATI	100	20460	Pure de Papas
FOODS	SOPAS Y CALDOS	Salsas	SALSATI	350	20237	Filetto
FOODS	SOPAS Y CALDOS	Salsas	SALSATI	350	20186	Pizza
FOODS	SOPAS Y CALDOS	Salsas	SALSATI	350	20229	Pomarola
FOODS	SOPAS Y CALDOS	Salsas	SALSATI	350	20760	Portuguesa
FOODS	SOPAS Y CALDOS	Salsas	SALSATI	350	20723	Tuco
FOODS	SOPAS Y CALDOS	Salsas Dry	MAGGI	10	21151	Albhaca
FOODS	SOPAS Y CALDOS	Salsas Dry	MAGGI	10	21032	Blanca
FOODS	SOPAS Y CALDOS	Salsas Dry	MAGGI	10	20948	Cuatro Quesos
FOODS	SOPAS Y CALDOS	Salsas Dry	MAGGI	10	21131	Pesto
FOODS	SOPAS Y CALDOS	Salsas Dry	MAGGI	10	21088	Salsa Tomate y Carne
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20136	Bolognesa
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20194	Napolitana
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	200	20435	NuevaFiletto
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20105	NuevaFiletto
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	200	20173	Pizza
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20048	Pizza
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20360	Pomarola Light
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20077	Pomarola Tradicional
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20169	Portuguesa
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	12	21239	Hierbas del bosque
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	4	21024	Hongos
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	12	21247	Hongos
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	4	21016	Margarita
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	20730	Sabor 1
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	20721	Sabor 2
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	20860	Sabor 3
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	20641	Sabor 4
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	21045	Sabor 5
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	20660	Sabor 6
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	4	21152	Sabor1
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	21287	Sesamo
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	4	20847	Tomillo
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	4	21038	Tomillo
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	12	21237	Tomillo
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20398	Sopa 1
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	21075	Sopa 10
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20813	Sopa 2
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20509	Sopa 20
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	500	20987	Sopa 20
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	21067	Sopa 21
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20234	Sopa 21
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20665	Sopa 22
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20984	Sopa 23
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	21064	Sopa 23
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20991	Sopa 24
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	21099	Sopa 24
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20636	Sopa 26
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20675	Sopa 27
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20729	Sopa 3
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20561	Sopa 4
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20670	Sopa 4
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20663	Sopa 4 light
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20868	Sopa 5
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20418	Sopa 6
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20773	Sopa 6
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21015	Sopa 6
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	500	20907	Sopa 6
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20765	Sopa 6 light
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20597	Sopa 7
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20428	Sopa 8
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21030	Sopa 8
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20490	Sopa 9
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21046	Sopa 9
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	21160	Sopa Choclo
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21120	Sopa Choclo
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20429	Sopa Crema 1
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20449	Sopa Crema 10
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21113	Sopa Crema 2
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21182	Sopa Crema 3
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20416	Sopa Crema 4
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21122	Sopa Crema 5
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20601	Sopa Crema 6
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20586	Sopa Crema 7
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20685	Sopa Crema 8
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20422	Sopa Crema 9
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20305	Sopa fideos
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20302	Sopa fideos y vegetales
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20265	Sopa vegetales
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20678	Sope 25
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20350	Sopla 22
HC	HOGAR	Antigrasa	MUSCULO	450	20027	Biodegradable
HC	HOGAR	Antigrasa	MUSCULO	500	20246	Biodegradable
HC	HOGAR	Antigrasa	MUSCULO	900	20068	Biodegradable
HC	HOGAR	Antigrasa	MUSCULO	450	20308	Poderoso Cocina
HC	HOGAR	Baño	AYUDIN	750	20842	Arrasa con Todo
HC	HOGAR	Baño	AYUDIN	450	20491	Dpyáck
HC	HOGAR	Baño	AYUDIN	500	20757	Gatillo
HC	HOGAR	Baño	MUSCULO	450	20281	Antigenos 2 en 1 doypack
HC	HOGAR	Baño	MUSCULO	500	20653	Antigenos 2 en 1 gatillo
HC	HOGAR	Baño	MUSCULO	450	20076	Baño Biodegradable
HC	HOGAR	Baño	MUSCULO	500	20357	Baño Biodegradable
HC	HOGAR	Baño	MUSCULO	900	20137	Baño Biodegradable
HC	HOGAR	Baño	MUSCULO	450	20253	Clorado
HC	HOGAR	Baño	MUSCULO	450	20366	Poderoso Baño
HC	HOGAR	Cremoso	MUSCULO	375	20209	Crema Ultra Blanco
HC	HOGAR	Cremoso	MUSCULO	750	20114	Crema Ultra Blanco
HC	HOGAR	Cremoso	MUSCULO	375	20312	Crema Ultra Higiene
HC	HOGAR	Cremoso	MUSCULO	150	21095	Microesferas
HC	HOGAR	Cremoso	MUSCULO	375	20166	Multiuso Limon
HC	HOGAR	Cremoso	MUSCULO	750	20065	Multiuso Limon
HC	HOGAR	Cremoso	MUSCULO	375	20057	Multiuso Original
HC	HOGAR	Cremoso	MUSCULO	750	20013	Multiuso Original
HC	HOGAR	Cremoso	MUSCULO	375	20205	Naranjo en Flor
HC	HOGAR	Cremoso	MUSCULO	750	20092	Naranjo en Flor
HC	HOGAR	Cremoso	MUSCULO	750	20163	Ultra Limpio
HC	HOGAR	Esponja	MUSCULO	1	21212	Premium
HC	HOGAR	Esponja	MUSCULO	1	21184	Regular
HC	HOGAR	Esponja	MUSCULO	1	21155	Salva Uñas
HC	HOGAR	Gel	MUSCULO	250	20785	Fresias
HC	HOGAR	Gel	MUSCULO	500	20593	Fresias
HC	HOGAR	Gel	MUSCULO	250	20681	Gel 3 en 1
HC	HOGAR	Gel	MUSCULO	500	20510	Gel 3 en 1
HC	HOGAR	Gel	MUSCULO	500	20160	Limpia Facil
HC	HOGAR	Gel	MUSCULO	500	20293	Limpia Super Facil
HC	HOGAR	LAVANDINA EN GEL	AYUDIN	700	20171	Flores
HC	HOGAR	LAVANDINA EN GEL	AYUDIN	700	20062	Formula Original
HC	HOGAR	LAVANDINA EN GEL	AYUDIN	700	20117	Menta
HC	HOGAR	LAVANDINA EN GEL	AYUDIN	700	20138	Naranja
HC	HOGAR	Lustramuebles	MUSCULO	375	20889	Anti Polvo
HC	HOGAR	Lustramuebles	MUSCULO	400	20834	Anti Polvo
HC	HOGAR	PISOS	MUSCULO	750	20341	Dos en 1 menta
HC	HOGAR	PISOS	MUSCULO	15	21203	Flores Silvestres
HC	HOGAR	PISOS	MUSCULO	450	20319	Menta
HC	HOGAR	PISOS	MUSCULO	750	20415	Menta
HC	HOGAR	PISOS	MUSCULO	750	20197	Moléculas de Oxigeno
HC	HOGAR	PISOS	MUSCULO	450	20447	Naraja
HC	HOGAR	PISOS	MUSCULO	750	20508	Naraja
HC	HOGAR	PISOS	MUSCULO	450	20763	Pera
HC	HOGAR	PISOS	MUSCULO	750	20836	Pera
HC	HOGAR	PISOS	MUSCULO	450	20390	Rosas
HC	HOGAR	PISOS	MUSCULO	750	20478	Rosas
HC	HOGAR	PISOS	MUSCULO	2000	20206	burbujas de ofigeno
HC	HOGAR	PISOS	MUSCULO	750	20201	piso plastificado
HC	HOGAR	PISOS	MUSCULO	450	20254	piso plastificado doypack
HC	HOGAR	Paño	MUSCULO	1	21180	Antibacterial
HC	HOGAR	Paño	MUSCULO	1	20941	Multiuso 1
HC	HOGAR	Paño	MUSCULO	3	20803	Multiuso 3
HC	HOGAR	Paño	MUSCULO	1	21167	Multiuso Antibacterial
HC	HOGAR	Paño	MUSCULO	1	21195	Multiuso Baño
HC	HOGAR	Paño	MUSCULO	1	21048	paño tradicional
HC	HOGAR	Repelente	OFF	165	20741	Sabor 1
HC	HOGAR	Repelente	OFF	165	20657	Sabor 2
HC	HOGAR	TOILETTE	AYUDIN	30	20996	Antartida
HC	HOGAR	TOILETTE	AYUDIN	35	21073	Antartida
HC	HOGAR	TOILETTE	AYUDIN	100	21044	Antartida
HC	HOGAR	TOILETTE	AYUDIN	35	20877	Bosques
HC	HOGAR	TOILETTE	AYUDIN	55	21033	Bosques
HC	HOGAR	TOILETTE	AYUDIN	300	20239	Formula Original
HC	HOGAR	TOILETTE	AYUDIN	30	21003	Limón
HC	HOGAR	TOILETTE	AYUDIN	55	20750	Limón
HC	HOGAR	TOILETTE	AYUDIN	100	21042	Limón
HC	HOGAR	TOILETTE	AYUDIN	300	20421	Menta
HC	HOGAR	TOILETTE	AYUDIN	35	20855	Naranja 4 en 1
HC	HOGAR	Vidrios	MUSCULO	450	20053	BioEnergético doypack
HC	HOGAR	Vidrios	MUSCULO	900	20129	BioEnergético doypack
HC	HOGAR	Vidrios	MUSCULO	500	20219	BioEnergético gatillo
HC	HOGAR	Vidrios	MUSCULO	500	20543	Vidrios Repuesto
HC	PROFESIONAL	ACONDICIONADOR	FRANCIA	5000	21018	Sabor1
HC	PROFESIONAL	Alcohol en Gel	DEOS1	5000	21017	Alcohol en Gel SIN perfume
HC	PROFESIONAL	Antigrasa	MUSCULO	5000	20395	Biodegradable
HC	PROFESIONAL	Baño	MUSCULO	5000	20604	Baño Biodegradable
HC	PROFESIONAL	Cloro	MUSCULO	5000	20916	Cloro
HC	PROFESIONAL	Cremoso	MUSCULO	3000	20313	Regular
HC	PROFESIONAL	Gel	MUSCULO	2000	20479	Blanqueador
HC	PROFESIONAL	Gel	MUSCULO	5000	20886	Industrial 5L
HC	PROFESIONAL	INDUSTRIAL	ARIEL	2000	21211	Industrial Cocentrado
HC	PROFESIONAL	INDUSTRIAL	ARIEL	10000	20191	baja espuma
HC	PROFESIONAL	INDUSTRIAL	ARIEL	5000	20515	baja espuma regular
HC	PROFESIONAL	INDUSTRIAL	ARIEL	4500	20958	industrial
HC	PROFESIONAL	INDUSTRIAL	ARIEL	7500	20895	industrial
HC	PROFESIONAL	INDUSTRIAL	ROPEX1	5000	20262	Industrial baja espuma
HC	PROFESIONAL	INDUSTRIAL	ROPEX1	10000	20203	Maquina Polvo Baja Espuma Industrial
HC	PROFESIONAL	JABON LIQUIDO	FRANCIA	5000	20993	Sabor2
HC	PROFESIONAL	JABON LIQUIDO	FRANCIA	5000	20764	Sabor3
HC	PROFESIONAL	Jabon Hotel	JABON1	15	20928	Hotel
HC	PROFESIONAL	LAVAVAJILLA ULTRA	INDUSTRIAL	5000	21121	Neutro Industrial
HC	PROFESIONAL	LV ROPA LIQUIDO	INDUSTRIAL	5000	20792	Ropa Blanca Industrial
HC	PROFESIONAL	LV ROPA POLVO	INDUSTRIAL	10	21000	Jabon Polvo 10 Kg
HC	PROFESIONAL	LV ROPA POLVO	INDUSTRIAL	25	20770	Jabon Polvo 25 Kg
HC	PROFESIONAL	Liquido	LIMPIEX	5000	20487	Baja Espuma
HC	PROFESIONAL	Opaco	LIMPIEX	5000	20576	Profesioinal Limon
HC	PROFESIONAL	PISOS	INDUSTRIAL	5000	21101	Cerezas Industrial
HC	PROFESIONAL	PISOS	MUSCULO	5000	20953	Profesinoal pisos plastificados
HC	PROFESIONAL	PISOS	MUSCULO	5000	20845	Profesional menta
HC	PROFESIONAL	Polvo	LIMPIEX	10000	20164	Profesional baja espuma
HC	PROFESIONAL	SHAMPOO	FRANCIA	5000	20992	Sabor1
HC	PROFESIONAL	SUAVIZANTE	DOWNY	5000	20218	Sabor 14
HC	PROFESIONAL	SUAVIZANTE	INDUSTRIAL	5000	20854	Suavizante
HC	PROFESIONAL	SUAVIZANTE	VIVERE	5000	20513	Profesinoal Clasico
HC	PROFESIONAL	SUAVIZANTE	VIVERE	2000	21216	Suvizanante antibacterial
HC	PROFESIONAL	Vidrios	MUSCULO	5000	20638	BioEnergético Industrial
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	450	20530	Sabor 1
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	1000	20520	Sabor 1
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	2000	20243	Sabor 10
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	4000	20088	Sabor 10
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	4000	20221	Sabor 11
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	900	20007	Sabor 13
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	3000	20014	Sabor 13
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	800	20012	Sabor 15
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	450	20426	Sabor 2
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	1000	20358	Sabor 2
